slide_name,year,N,Y,var_delta,Y_cumul,N_cumul
13829$2020-005-3$US$SCAN$OR$001,2020,10,0,10,1178,2943
13829$2020-005-4$US$SCAN$OR$001,2020,10,0,10,1178,2953
13829$2020-005-5$US$SCAN$OR$001,2020,10,0,10,1178,2963
13829$2020-006-1$US$SCAN$OR$001,2020,10,0,10,1178,2973
13829$2020-006-2$US$SCAN$OR$001,2020,10,0,10,1178,2983
13829$2020-006-3$US$SCAN$OR$001,2020,10,0,10,1178,2993
13829$2020-006-4$US$SCAN$OR$001,2020,10,0,10,1178,3003
13829$2020-006-5$US$SCAN$OR$001,2020,10,0,10,1178,3013
13829$2020-006-6$US$SCAN$OR$001,2020,10,0,10,1178,3023
13829$2020-030-1$US$SCAN$OR$001,2020,10,0,10,1178,3033
13829$2020-030-2$US$SCAN$OR$001,2020,10,0,10,1178,3043
13829$2020-030-3$US$SCAN$OR$001,2020,10,0,10,1178,3053
13829$2020-030-4$US$SCAN$OR$001,2020,10,0,10,1178,3063
13829$2020-030-5$US$SCAN$OR$001,2020,10,0,10,1178,3073
13829$2020-036-1$US$SCAN$OR$001,2020,10,0,10,1178,3083
13829$2020-036-2$US$SCAN$OR$001,2020,10,0,10,1178,3093
13829$2020-036-4$US$SCAN$OR$001,2020,10,0,10,1178,3103
13829$2020-036-5$US$SCAN$OR$001,2020,10,0,10,1178,3113
13829$2020-041-7$US$SCAN$OR$001,2020,10,0,10,1178,3123
13829$2020-041-8$US$SCAN$OR$001,2020,10,0,10,1178,3133
13829$2020-007-1$US$SCAN$OR$001,2020,12,0,12,1178,3145
13829$2020-007-2$US$SCAN$OR$001,2020,12,0,12,1178,3157
13829$2020-007-3$US$SCAN$OR$001,2020,12,0,12,1178,3169
13829$2020-007-4$US$SCAN$OR$001,2020,12,0,12,1178,3181
13829$2020-007-5$US$SCAN$OR$001,2020,12,0,12,1178,3193
13829$2020-007-6$US$SCAN$OR$001,2020,12,0,12,1178,3205
13829$2020-027-1$US$SCAN$OR$001,2020,12,0,12,1178,3217
13829$2020-027-13$US$SCAN$OR$001,2020,12,0,12,1178,3229
13829$2020-027-14$US$SCAN$OR$001,2020,12,0,12,1178,3241
13829$2020-027-15$US$SCAN$OR$001 -001,2020,12,0,12,1178,3253
13829$2020-027-2$US$SCAN$OR$001,2020,12,0,12,1178,3265
13829$2020-027-3$US$SCAN$OR$001,2020,12,0,12,1178,3277
13829$2020-027-4$US$SCAN$OR$001,2020,12,0,12,1178,3289
13829$2020-031-1$US$SCAN$OR$001,2020,12,0,12,1178,3301
13829$2020-031-2$US$SCAN$OR$001,2020,12,0,12,1178,3313
13829$2020-031-3$US$SCAN$OR$001,2020,12,0,12,1178,3325
13829$2020-031-4$US$SCAN$OR$001,2020,12,0,12,1178,3337
13829$2020-031-5$US$SCAN$OR$001,2020,12,0,12,1178,3349
13829$2020-031-6$US$SCAN$OR$001,2020,12,0,12,1178,3361
13829$2020-039-2$US$SCAN$OR$001,2020,12,0,12,1178,3373
13829$2020-039-5$US$SCAN$OR$001,2020,12,0,12,1178,3385
13829$2020-039-6$US$SCAN$OR$001,2020,12,0,12,1178,3397
13829$2020-043-1$US$SCAN$OR$001,2020,12,0,12,1178,3409
13829$2020-043-2$US$SCAN$OR$001,2020,12,0,12,1178,3421
13829$2020-043-3$US$SCAN$OR$001,2020,12,0,12,1178,3433
13829$2020-043-4$US$SCAN$OR$001,2020,12,0,12,1178,3445
13829$2020-043-5$US$SCAN$OR$001,2020,12,0,12,1178,3457
13829$2020-013-6$US$SCAN$OR$001,2020,14,0,14,1178,3471
13829$2020-020-1$US$SCAN$OR$001,2020,15,0,15,1178,3486
13829$2020-020-2$US$SCAN$OR$001,2020,15,0,15,1178,3501
13829$2020-020-3$US$SCAN$OR$001,2020,15,0,15,1178,3516
13829$2020-039-3$US$SCAN$OR$001,2020,15,0,15,1178,3531
13829$2020-039-4$US$SCAN$OR$001,2020,15,0,15,1178,3546
13829$2020-013-1$US$SCAN$OR$001,2020,16,0,16,1178,3562
13829$2020-013-2$US$SCAN$OR$001,2020,16,0,16,1178,3578
13829$2020-013-3$US$SCAN$OR$001,2020,16,0,16,1178,3594
13829$2020-013-5$US$SCAN$OR$001,2020,16,0,16,1178,3610
13829$2020-044-2$US$SCAN$OR$001,2020,16,0,16,1178,3626
